Subject,Number,Course Title,Year,Term,Primary Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,averageGPA,studentCount,courseDesc
CS,446,Machine Learning,2015,Fall,"Roth, Dan",9,29,43,45,15,2,0,0,0,0,2,0,4,0,3.4360000000000004,149,"Theory and basic techniques in machine learning. Major theoretical paradigms and key concepts developed in machine learning in the context of applications such as natural language and text processing, computer vision, data mining, adaptive computer systems and others. Review of several supervised and unsupervised learning approaches: methods for learning linear representations; on-line learning, Bayesian methods; decision-trees; features and kernels; clustering and dimensionality reduction. 3 undergraduate hours. 3 or 4 graduate hours. "
CS,446,Machine Learning,2015,Spring,"Hockenmaier, Julia C",7,29,9,19,12,16,6,6,0,2,0,1,2,1,3.196,110,"Theory and basic techniques in machine learning. Major theoretical paradigms and key concepts developed in machine learning in the context of applications such as natural language and text processing, computer vision, data mining, adaptive computer systems and others. Review of several supervised and unsupervised learning approaches: methods for learning linear representations; on-line learning, Bayesian methods; decision-trees; features and kernels; clustering and dimensionality reduction. 3 undergraduate hours. 3 or 4 graduate hours. "
CS,446,Machine Learning,2016,Fall,"Roth, Dan",9,41,25,63,13,11,0,5,0,0,2,0,4,1,3.364,174,"Theory and basic techniques in machine learning. Major theoretical paradigms and key concepts developed in machine learning in the context of applications such as natural language and text processing, computer vision, data mining, adaptive computer systems and others. Review of several supervised and unsupervised learning approaches: methods for learning linear representations; on-line learning, Bayesian methods; decision-trees; features and kernels; clustering and dimensionality reduction. 3 undergraduate hours. 3 or 4 graduate hours. "
CS,446,Machine Learning,2017,Fall,"Koyejo, Oluwasanmi O",9,30,24,16,19,1,4,1,3,2,0,2,6,1,3.225,118,"Theory and basic techniques in machine learning. Major theoretical paradigms and key concepts developed in machine learning in the context of applications such as natural language and text processing, computer vision, data mining, adaptive computer systems and others. Review of several supervised and unsupervised learning approaches: methods for learning linear representations; on-line learning, Bayesian methods; decision-trees; features and kernels; clustering and dimensionality reduction. 3 undergraduate hours. 3 or 4 graduate hours. "
CS,446,Machine Learning,2017,Spring,"Roth, Dan",14,22,30,31,34,7,0,2,0,0,2,0,4,1,3.315,147,"Theory and basic techniques in machine learning. Major theoretical paradigms and key concepts developed in machine learning in the context of applications such as natural language and text processing, computer vision, data mining, adaptive computer systems and others. Review of several supervised and unsupervised learning approaches: methods for learning linear representations; on-line learning, Bayesian methods; decision-trees; features and kernels; clustering and dimensionality reduction. 3 undergraduate hours. 3 or 4 graduate hours. "
CS,446,Machine Learning,2018,Fall,"Koyejo, Oluwasanmi O",19,24,23,24,13,10,6,2,4,1,0,1,5,1,3.248,133,"Theory and basic techniques in machine learning. Major theoretical paradigms and key concepts developed in machine learning in the context of applications such as natural language and text processing, computer vision, data mining, adaptive computer systems and others. Review of several supervised and unsupervised learning approaches: methods for learning linear representations; on-line learning, Bayesian methods; decision-trees; features and kernels; clustering and dimensionality reduction. 3 undergraduate hours. 3 or 4 graduate hours. "
CS,446,Machine Learning,2018,Spring,"Telgarsky, Matus J",13,67,76,46,41,23,2,0,0,0,3,0,0,1,3.484,272,"Theory and basic techniques in machine learning. Major theoretical paradigms and key concepts developed in machine learning in the context of applications such as natural language and text processing, computer vision, data mining, adaptive computer systems and others. Review of several supervised and unsupervised learning approaches: methods for learning linear representations; on-line learning, Bayesian methods; decision-trees; features and kernels; clustering and dimensionality reduction. 3 undergraduate hours. 3 or 4 graduate hours. "
CS,446,Machine Learning,2019,Spring,"Schwing, Alexander G",10,44,23,21,27,13,0,1,0,0,1,0,2,2,3.444,144,"Theory and basic techniques in machine learning. Major theoretical paradigms and key concepts developed in machine learning in the context of applications such as natural language and text processing, computer vision, data mining, adaptive computer systems and others. Review of several supervised and unsupervised learning approaches: methods for learning linear representations; on-line learning, Bayesian methods; decision-trees; features and kernels; clustering and dimensionality reduction. 3 undergraduate hours. 3 or 4 graduate hours. "
CS,446,Machine Learning,2019,Spring,"Telgarsky, Matus J",4,15,14,13,5,6,0,1,0,0,0,0,1,0,3.452,59,"Theory and basic techniques in machine learning. Major theoretical paradigms and key concepts developed in machine learning in the context of applications such as natural language and text processing, computer vision, data mining, adaptive computer systems and others. Review of several supervised and unsupervised learning approaches: methods for learning linear representations; on-line learning, Bayesian methods; decision-trees; features and kernels; clustering and dimensionality reduction. 3 undergraduate hours. 3 or 4 graduate hours. "
CS,447,Natural Language Processing,2014,Fall,"Hockenmaier, Julia C",9,5,6,4,4,1,3,2,1,0,0,0,0,0,3.391,35,"Part-of-speech tagging, parsing, semantic analysis and machine translation. Relevant linguistics concepts from morphology (word formation) and lexical semantics (the meaning of words) to syntax (sentence structure) and compositional semantics (the meaning of sentences). "
CS,447,Natural Language Processing,2015,Fall,"Hockenmaier, Julia C",15,18,10,10,6,7,2,1,2,0,0,0,0,1,3.503,72,"Part-of-speech tagging, parsing, semantic analysis and machine translation. Relevant linguistics concepts from morphology (word formation) and lexical semantics (the meaning of words) to syntax (sentence structure) and compositional semantics (the meaning of sentences). "
CS,447,Natural Language Processing,2017,Fall,"Hockenmaier, Julia C",18,30,15,7,4,6,1,1,0,0,0,0,1,0,3.647,83,"Part-of-speech tagging, parsing, semantic analysis and machine translation. Relevant linguistics concepts from morphology (word formation) and lexical semantics (the meaning of words) to syntax (sentence structure) and compositional semantics (the meaning of sentences). "
CS,447,Natural Language Processing,2018,Fall,"Hockenmaier, Julia C",11,18,13,14,11,0,2,2,0,0,3,0,1,0,3.4,75,"Part-of-speech tagging, parsing, semantic analysis and machine translation. Relevant linguistics concepts from morphology (word formation) and lexical semantics (the meaning of words) to syntax (sentence structure) and compositional semantics (the meaning of sentences). "
CS,450,Numerical Analysis,2010,Fall,"Heath, Michael T",7,15,8,15,12,10,5,0,0,0,2,0,0,4,3.293,78,"Linear system solvers, optimization techniques, interpolation and approximation of functions, solving systems of nonlinear equations, eigenvalue problems, least squares, and quadrature; numerical handling of ordinary and partial differential equations. "
CS,450,Numerical Analysis,2010,Spring,"Bond, Stephen",2,14,1,3,3,5,1,1,3,0,1,2,3,1,2.864,40,"Linear system solvers, optimization techniques, interpolation and approximation of functions, solving systems of nonlinear equations, eigenvalue problems, least squares, and quadrature; numerical handling of ordinary and partial differential equations. "
CS,450,Numerical Analysis,2011,Fall,"Hirani, Anil N",2,22,10,8,6,4,4,1,5,0,0,2,1,0,3.216,65,"Linear system solvers, optimization techniques, interpolation and approximation of functions, solving systems of nonlinear equations, eigenvalue problems, least squares, and quadrature; numerical handling of ordinary and partial differential equations. "
CS,450,Numerical Analysis,2011,Spring,"Olson, Luke",1,6,11,6,5,2,1,4,2,0,0,2,0,0,3.093,40,"Linear system solvers, optimization techniques, interpolation and approximation of functions, solving systems of nonlinear equations, eigenvalue problems, least squares, and quadrature; numerical handling of ordinary and partial differential equations. "
CS,450,Numerical Analysis,2012,Fall,"Heath, Michael T",11,20,18,15,18,9,2,3,0,1,0,0,0,1,3.4019999999999997,98,"Linear system solvers, optimization techniques, interpolation and approximation of functions, solving systems of nonlinear equations, eigenvalue problems, least squares, and quadrature; numerical handling of ordinary and partial differential equations. "
CS,450,Numerical Analysis,2013,Fall,"Olson, Luke",0,39,13,16,18,5,6,6,10,5,1,5,6,0,2.908,130,"Linear system solvers, optimization techniques, interpolation and approximation of functions, solving systems of nonlinear equations, eigenvalue problems, least squares, and quadrature; numerical handling of ordinary and partial differential equations. "
CS,450,Numerical Analysis,2013,Spring,"Hirani, Anil N",1,16,4,7,11,1,5,20,3,0,4,0,8,1,2.529,81,"Linear system solvers, optimization techniques, interpolation and approximation of functions, solving systems of nonlinear equations, eigenvalue problems, least squares, and quadrature; numerical handling of ordinary and partial differential equations. "
