courseNo,courseTitle,year,term,primaryInstructor,aPlus,a,aMinus,bPlus,b,bMinus,cPlus,c,cMinus,dPlus,d,dMinus,f,courseDesc
440,Artificial Intelligence,2010,Fall,"Dejong, Gerald F",11,13,2.0,1.0,15,4.0,1.0,7,0.0,0.0,9,0.0,2,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
440,Artificial Intelligence,2010,Spring,"Amir, Eyal",6,9,11.0,3.0,11,8.0,0.0,3,4.0,0.0,2,0.0,3,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
440,Artificial Intelligence,2011,Fall,"DeJong, Gerald F",7,14,4.0,6.0,14,3.0,2.0,10,0.0,0.0,3,1.0,1,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
440,Artificial Intelligence,2011,Spring,"Hockenmaier, Julia C",2,11,12.0,16.0,13,12.0,10.0,7,1.0,4.0,3,0.0,1,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
440,Artificial Intelligence,2012,Fall,"Lazebnik, Svetlana",17,29,13.0,4.0,17,5.0,1.0,10,3.0,5.0,5,1.0,0,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
440,Artificial Intelligence,2013,Fall,"Lazebnik, Svetlana",21,57,5.0,9.0,25,6.0,0.0,20,0.0,1.0,5,4.0,2,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
440,Artificial Intelligence,2013,Spring,"DeJong, Gerald F",3,19,7.0,4.0,17,7.0,7.0,7,8.0,1.0,6,2.0,0,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
440,Artificial Intelligence,2014,Fall,"DeJong, Gerald F",0,53,0.0,0.0,48,0.0,0.0,16,0.0,0.0,2,0.0,0,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
440,Artificial Intelligence,2014,Spring,"DeJong, Gerald F",9,19,10.0,8.0,35,8.0,11.0,19,6.0,0.0,2,1.0,0,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
440,Artificial Intelligence,2015,Fall,"Lazebnik, Svetlana",30,52,7.0,5.0,44,5.0,2.0,19,1.0,3.0,5,1.0,4,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
440,Artificial Intelligence,2015,Spring,"Lazebnik, Svetlana",18,59,7.0,7.0,41,0.0,0.0,19,2.0,0.0,5,1.0,9,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
440,Artificial Intelligence,2016,Fall,"Hasegawa-Johnso, Mark A",8,21,0.0,2.0,24,1.0,4.0,9,0.0,2.0,2,1.0,4,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
440,Artificial Intelligence,2016,Fall,"Lazebnik, Svetlana",27,52,8.0,6.0,55,3.0,3.0,22,1.0,1.0,4,2.0,1,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
440,Artificial Intelligence,2016,Spring,"DeJong, Gerald F",11,32,5.0,0.0,56,14.0,0.0,13,0.0,0.0,6,0.0,3,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
440,Artificial Intelligence,2017,Fall,"Hasegawa-Johnso, Mark A",31,66,13.0,12.0,76,15.0,8.0,19,3.0,1.0,15,2.0,1,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
440,Artificial Intelligence,2017,Fall,"Lazebnik, Svetlana",43,56,6.0,4.0,46,1.0,3.0,15,0.0,0.0,6,1.0,4,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
440,Artificial Intelligence,2017,Spring,"DeJong, Gerald F",3,52,3.0,0.0,54,2.0,0.0,49,0.0,0.0,3,0.0,1,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
440,Artificial Intelligence,2018,Fall,"Fleck, Margaret M",40,53,55.0,42.0,29,29.0,10.0,7,2.0,1.0,2,3.0,4,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
440,Artificial Intelligence,2018,Spring,"Hasegawa-Johnso, Mark A",57,107,8.0,14.0,68,22.0,8.0,11,2.0,3.0,8,1.0,1,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
440,Artificial Intelligence,2019,Spring,"Hasegawa-Johnso, Mark A",5,90,24.0,25.0,63,8.0,6.0,8,2.0,0.0,0,0.0,0,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
440,Artificial Intelligence,2019,Spring,"Hockenmaier, Julia C",0,30,5.0,14.0,24,2.0,1.0,5,1.0,0.0,0,1.0,1,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
445,Computational Photography,2015,Fall,"Hoiem, Derek W",9,22,12.0,9.0,12,4.0,3.0,1,0.0,1.0,0,0.0,2,"Computer vision techniques to enhance, manipulate, and create media from photo collections, such as panoramic stitching, face morphing, texture synthesis, blending, and 3D reconstruction. "
445,Computational Photography,2017,Fall,"Hoiem, Derek W",12,53,9.0,3.0,3,4.0,4.0,3,0.0,0.0,1,0.0,0,"Computer vision techniques to enhance, manipulate, and create media from photo collections, such as panoramic stitching, face morphing, texture synthesis, blending, and 3D reconstruction. "
446,Machine Learning,2010,Fall,"Roth, Dan",7,11,7.0,3.0,3,3.0,3.0,0,0.0,0.0,0,0.0,2,"Theory and basic techniques in machine learning. Major theoretical paradigms and key concepts developed in machine learning in the context of applications such as natural language and text processing, computer vision, data mining, adaptive computer systems and others. Review of several supervised and unsupervised learning approaches: methods for learning linear representations; on-line learning, Bayesian methods; decision-trees; features and kernels; clustering and dimensionality reduction. 3 undergraduate hours. 3 or 4 graduate hours. "
446,Machine Learning,2011,Fall,"Roth, Dan",8,13,6.0,6.0,1,1.0,0.0,0,0.0,0.0,0,0.0,1,"Theory and basic techniques in machine learning. Major theoretical paradigms and key concepts developed in machine learning in the context of applications such as natural language and text processing, computer vision, data mining, adaptive computer systems and others. Review of several supervised and unsupervised learning approaches: methods for learning linear representations; on-line learning, Bayesian methods; decision-trees; features and kernels; clustering and dimensionality reduction. 3 undergraduate hours. 3 or 4 graduate hours. "
446,Machine Learning,2012,Fall,"Roth, Dan",5,28,10.0,17.0,11,2.0,1.0,0,0.0,0.0,0,0.0,3,"Theory and basic techniques in machine learning. Major theoretical paradigms and key concepts developed in machine learning in the context of applications such as natural language and text processing, computer vision, data mining, adaptive computer systems and others. Review of several supervised and unsupervised learning approaches: methods for learning linear representations; on-line learning, Bayesian methods; decision-trees; features and kernels; clustering and dimensionality reduction. 3 undergraduate hours. 3 or 4 graduate hours. "
446,Machine Learning,2013,Fall,"Hockenmaier, Julia C",7,26,23.0,21.0,12,14.0,3.0,4,2.0,2.0,3,0.0,1,"Theory and basic techniques in machine learning. Major theoretical paradigms and key concepts developed in machine learning in the context of applications such as natural language and text processing, computer vision, data mining, adaptive computer systems and others. Review of several supervised and unsupervised learning approaches: methods for learning linear representations; on-line learning, Bayesian methods; decision-trees; features and kernels; clustering and dimensionality reduction. 3 undergraduate hours. 3 or 4 graduate hours. "
